hospital_id,treatment_code,treatment_count,treatment_count_label
771069,KAPAR0,51,sehr wenige
771069,KAEN0,0,sehr wenige
771069,KABAA0,0,sehr wenige
771069,KASCHK0,0,sehr wenige
771069,KAOH0,0,sehr wenige
771070,KAHKO0,0,sehr wenige
771070,KAHM0,0,sehr wenige
771070,KAKIA,0,sehr wenige
771070,KAKIB,869,sehr viele
771070,KALE0,203,mittel
771070,KABK0,0,sehr wenige
771070,KALK0,0,sehr wenige
771070,KADK0,20,sehr wenige
771070,KAOM0,0,sehr wenige
771070,KAPRK0,0,sehr wenige
771070,KAPK0,0,sehr wenige
771070,KAEH0,61,sehr wenige
771070,KARH0,0,sehr wenige
771070,KARK0,7,sehr wenige
771070,KAEK0,98,sehr wenige
771070,KASA0,0,sehr wenige
771070,KAMUS0,0,sehr wenige
771070,KAPAR0,7,sehr wenige
771070,KAEN0,471,sehr viele
771070,KABAA0,11,sehr wenige
771070,KASCHK0,151,wenige
771070,KAOH0,37,sehr wenige
771071,KAHKO0,0,sehr wenige
771071,KAHM0,0,sehr wenige
771071,KAKIA,0,sehr wenige
771071,KAKIB,0,sehr wenige
771071,KALE0,103,sehr wenige
771071,KABK0,0,sehr wenige
771071,KALK0,238,mittel
771071,KADK0,0,sehr wenige
771071,KAOM0,0,sehr wenige
771071,KAPRK0,0,sehr wenige
771071,KAPK0,0,sehr wenige
771071,KAEH0,0,sehr wenige
771071,KARH0,0,sehr wenige
771071,KARK0,0,sehr wenige
771071,KAEK0,0,sehr wenige
771071,KASA0,0,sehr wenige
771071,KAMUS0,0,sehr wenige
771071,KAPAR0,0,sehr wenige
771071,KAEN0,0,sehr wenige
771071,KABAA0,0,sehr wenige
771071,KASCHK0,0,sehr wenige
771071,KAOH0,0,sehr wenige
771072,KAHKO0,0,sehr wenige
771072,KAHM0,0,sehr wenige
771072,KAKIA,0,sehr wenige
771072,KAKIB,0,sehr wenige
771072,KALE0,202,wenige
771072,KABK0,0,sehr wenige
771072,KALK0,0,sehr wenige
771072,KADK0,40,sehr wenige
771072,KAOM0,0,sehr wenige
771072,KAPRK0,0,sehr wenige
771072,KAPK0,0,sehr wenige
771072,KAEH0,454,sehr viele
771072,KARH0,42,sehr wenige
771072,KARK0,55,sehr wenige
771072,KAEK0,504,sehr viele
771072,KASA0,0,sehr wenige
771072,KAMUS0,0,sehr wenige
771072,KAPAR0,4,sehr wenige
771072,KAEN0,0,sehr wenige
771072,KABAA0,0,sehr wenige
771072,KASCHK0,0,sehr wenige
771072,KAOH0,0,sehr wenige
771073,KAHKO0,0,sehr wenige
771073,KAHM0,0,sehr wenige
771073,KAKIA,0,sehr wenige
771073,KAKIB,0,sehr wenige
771073,KALE0,0,sehr wenige
771073,KABK0,0,sehr wenige
771073,KALK0,0,sehr wenige
771073,KADK0,0,sehr wenige
771073,KAOM0,0,sehr wenige
771073,KAPRK0,0,sehr wenige
771073,KAPK0,0,sehr wenige
771073,KAEH0,0,sehr wenige
771073,KARH0,0,sehr wenige
771073,KARK0,0,sehr wenige
771073,KAEK0,0,sehr wenige
771073,KASA0,0,sehr wenige
771073,KAMUS0,43,sehr wenige
771073,KAPAR0,239,mittel
771073,KAEN0,0,sehr wenige
771073,KABAA0,0,sehr wenige
771073,KASCHK0,0,sehr wenige
771073,KAOH0,0,sehr wenige
771074,KAHKO0,397,sehr viele
771074,KAHM0,517,sehr viele
771074,KAKIA,343,viele
771074,KAKIB,0,sehr wenige
771074,KALE0,0,sehr wenige
771074,KABK0,0,sehr wenige
771074,KALK0,0,sehr wenige
771074,KADK0,0,sehr wenige
771074,KAOM0,0,sehr wenige
771074,KAPRK0,0,sehr wenige
771074,KAPK0,0,sehr wenige
771074,KAEH0,0,sehr wenige
771074,KARH0,0,sehr wenige
771074,KARK0,0,sehr wenige
771074,KAEK0,0,sehr wenige
771074,KASA0,0,sehr wenige
771074,KAMUS0,0,sehr wenige
771074,KAPAR0,0,sehr wenige
771074,KAEN0,0,sehr wenige
771074,KABAA0,0,sehr wenige
771074,KASCHK0,0,sehr wenige
771074,KAOH0,0,sehr wenige
771075,KAHKO0,0,sehr wenige
771075,KAHM0,0,sehr wenige
771075,KAKIA,0,sehr wenige
771075,KAKIB,0,sehr wenige
771075,KALE0,0,sehr wenige
771075,KABK0,0,sehr wenige
771075,KALK0,0,sehr wenige
771075,KADK0,0,sehr wenige
771075,KAOM0,0,sehr wenige
771075,KAPRK0,0,sehr wenige
771075,KAPK0,0,sehr wenige
771075,KAEH0,0,sehr wenige
771075,KARH0,0,sehr wenige
771075,KARK0,0,sehr wenige
771075,KAEK0,0,sehr wenige
771075,KASA0,0,sehr wenige
771075,KAMUS0,0,sehr wenige
771075,KAPAR0,0,sehr wenige
771075,KAEN0,0,sehr wenige
771075,KABAA0,0,sehr wenige
771075,KASCHK0,0,sehr wenige
771075,KAOH0,0,sehr wenige
771076,KAHKO0,0,sehr wenige
771076,KAHM0,0,sehr wenige
771076,KAKIA,0,sehr wenige
771076,KAKIB,0,sehr wenige
771076,KALE0,5,sehr wenige
771076,KABK0,0,sehr wenige
771076,KALK0,0,sehr wenige
771076,KADK0,42,sehr wenige
771076,KAOM0,0,sehr wenige
771076,KAPRK0,0,sehr wenige
771076,KAPK0,0,sehr wenige
771076,KAEH0,895,sehr viele
771076,KARH0,36,sehr wenige
771076,KARK0,33,sehr wenige
771076,KAEK0,783,sehr viele
771076,KASA0,0,sehr wenige
771076,KAMUS0,0,sehr wenige
771076,KAPAR0,0,sehr wenige
771076,KAEN0,0,sehr wenige
771076,KABAA0,0,sehr wenige
771076,KASCHK0,14,sehr wenige
771076,KAOH0,0,sehr wenige
771077,KAHKO0,0,sehr wenige
771077,KAHM0,0,sehr wenige
771077,KAKIA,0,sehr wenige
771077,KAKIB,343,viele
771077,KALE0,388,sehr viele
771077,KABK0,0,sehr wenige
771077,KALK0,0,sehr wenige
771077,KADK0,80,sehr wenige
771077,KAOM0,4,sehr wenige
771077,KAPRK0,9,sehr wenige
771077,KAPK0,5,sehr wenige
771077,KAEH0,136,wenige
771077,KARH0,18,sehr wenige
771077,KARK0,10,sehr wenige
771077,KAEK0,159,wenige
771077,KASA0,106,sehr wenige
771077,KAMUS0,0,sehr wenige
771077,KAPAR0,0,sehr wenige
771077,KAEN0,0,sehr wenige
771077,KABAA0,0,sehr wenige
771077,KASCHK0,98,sehr wenige
771077,KAOH0,7,sehr wenige
771078,KAHKO0,0,sehr wenige
771078,KAHM0,0,sehr wenige
771078,KAKIA,0,sehr wenige
771078,KAKIB,140,wenige
771078,KALE0,474,sehr viele
771078,KABK0,0,sehr wenige
771078,KALK0,0,sehr wenige
771078,KADK0,61,sehr wenige
771078,KAOM0,5,sehr wenige
771078,KAPRK0,0,sehr wenige
771078,KAPK0,0,sehr wenige
771078,KAEH0,379,sehr viele
771078,KARH0,30,sehr wenige
771078,KARK0,42,sehr wenige
771078,KAEK0,254,viele
771078,KASA0,0,sehr wenige
771078,KAMUS0,0,sehr wenige
771078,KAPAR0,0,sehr wenige
771078,KAEN0,0,sehr wenige
